id,rooms,address,price,lat,lon,canton
2953,2,"Anzère, Cristal 508",N/A,46.2987324,7.4047458,valais
2954,6,"Crans-Montana, Route touristique 19",4200,46.3014239,7.4691688,valais
2955,4,"Crans-Montana, Rue du Pas-de-l'Ours 7",1820,46.3070089,7.4661550,valais
2956,3.5,"Val-d'Illiez, Chemin de Valère",1430,46.2063664,6.8982564,valais
2957,2.5,"Anzère, Route d'Anzère 110",1000,46.2942923,7.4043098,valais
2958,4.5,"Crans-Montana, Route du pas de l'ours",N/A,46.3061846,7.4563465,valais
2959,4.5,"Crans-Montana, Route de Vermala",2950,46.3163981,7.4850570,valais
2960,1,"Savièse, Rue du Stade 7",950,46.2496528,7.3509420,valais
2961,2.5,"3902 Glis, Contact agency for the address",1542,46.3099213,7.9744331,valais
2962,3.5,"1955 St-Pierre-de-Clages, Contact agency for the address",1480,46.1916684,7.2375277,valais
2963,4.5,"Chermignon, Chemin de Maze 3",3700,46.2897686,7.4793119,valais
2964,N/A,"Crans-Montana, Route des Arolles 18",N/A,46.3136049,7.4838343,valais
2965,5.5,"Crans-Montana, Rue des Biolirs",N/A,46.3008231,7.4700827,valais
2966,3.5,"Val-d'Illiez, Chemin de la Vièze 7",N/A,46.2087864,6.9016890,valais
2967,2.5,"Chalais, Route du Téléphérique 22",1005,46.2672994,7.5115841,valais
2968,3.5,"Bramois, Chemin des Quatre-Saisons 2",1100,46.2300954,7.4024029,valais
2969,4,"Sierre, Chemin de Chantegrive 19",1220,46.2853499,7.5222823,valais
2970,3,"1873 Les Crosets, Contact agency for the address",2800,46.1878134,6.8281424,valais
2971,4.5,"1934 Montagnier (Le Châble), Contact agency for the address",N/A,46.0750180,7.2220609,valais
2972,3.5,"Martigny, Rue des Peupliers 2",1390,46.1108146,7.0858404,valais
2973,4.5,"Crans-Montana, route de clovelli",4800,46.3118023,7.4832848,valais
2974,5.5,"3904 Naters, Contact agency for the address",1700,46.3246744,7.9889669,valais
2975,3.5,"Ovronnaz, Route du Botza 58",1800,46.1991441,7.1711566,valais
2976,2.5,"Saxon, Chemin de Fama 13",980,46.1472140,7.1735742,valais
2977,3.5,"Collombey, Rue du Pré Raye 4",1350,46.2709809,6.9468885,valais
2978,3.5,"Chamoson, Chemin de la Posse 5",1400,46.2044338,7.2272139,valais
2979,4.5,"Champéry, Rue du village 15",7000,46.1804460,6.8725686,valais
2980,4.5,"Conthey, Route d'Antzère 33",1600,46.2226326,7.3022588,valais
2981,4,"3960 Sierre, Contact agency for the address",1700,46.2938569,7.5309215,valais
2982,3.5,"Crans-Montana, Rue des anémones 14",N/A,46.2985359,7.4535998,valais
2983,4.5,"Crans-Montana, Route de Rawyl 26",N/A,46.3090700,7.4722771,valais
2984,2,"Crans-Montana, Route de Marigny 17",1550,46.3110529,7.4889000,valais
2985,4.5,"Martigny, Rue du Léman 13",1550,46.1042900,7.0764681,valais
2986,4,"1872 Troistorrents, Contact agency for the address",2375,46.2319863,6.9212003,valais
2987,4.5,"3972 Miège, Contact agency for the address",1950,46.3114662,7.5472103,valais
2988,4.5,"Conthey, Route de la Morge 9",1600,46.2255147,7.3125284,valais
2989,4.5,"3922 Stalden VS, Contact agency for the address",1430,46.2322628,7.8725216,valais
2990,5.5,"3912 Termen, Contact agency for the address",1790,46.3300281,8.0230623,valais
2991,4,"Conthey, Avenue de la Gare 11",1340,46.2193672,7.3033737,valais
2992,4.5,"3963 Crans-Montana, Contact agency for the address",3500,46.3080802,7.4643427,valais
2993,2.5,"Crans-Montana, Route de Crans-Montana 5",2000,46.3122171,7.4787378,valais
2994,6,"Crans-Montana, Chemin de l'Arnouva",N/A,46.3091300,7.4827600,valais
2995,5.5,"Crans-Montana, Route des Arolles 4",N/A,46.3127351,7.4807842,valais
2996,5,"Crans-Montana, Route de la Moubra 34",N/A,46.3075258,7.4775556,valais
2997,2.5,"Crans-Montana, Route de la Moubra 23",2950,46.3079787,7.4810701,valais
2998,4,"Crans-Montana, Route de Tsarbouye",N/A,46.3015591,7.4730151,valais
2999,3.5,"Versegères, Chemin de la Rintze 7",2250,46.0653154,7.2337250,valais
3000,1.5,"Crans-Montana, Route des Mélèzes",1450,46.3055967,7.4662655,valais
3001,3,"Anzère, Place du village 4",N/A,46.2969790,7.3991729,valais
3002,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3145704,7.4860926,valais
3003,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3129389,7.4797517,valais
3004,4.5,"3963 Crans-Montana, Contact agency for the address",N/A,46.3159023,7.4870341,valais
3005,3.5,"Crans-Montana, Route de la Beaumanière",3000,46.3067194,7.4545425,valais
3006,5.5,"Crans-Montana, Chemin des coccinelles 12",3000,46.3060875,7.4781474,valais
3007,3.5,"Crans-Montana, Rue centrale 64",3000,46.3080311,7.4691549,valais
3008,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3142943,7.4825598,valais
3009,4.5,"Crans-Montana, Route du Zirès 18",N/A,46.3067637,7.4712072,valais
3010,1,"Anzère, Place du village 12",N/A,46.2980432,7.4007539,valais
3011,3,"Anzère, AV 15/Lion - 307",N/A,46.2960566,7.4044818,valais
3012,2,"Anzère, AV 15/Lion - 111",N/A,46.2955433,7.4054649,valais
3013,2,"Anzère, Topaze 310",N/A,46.2991740,7.4039815,valais
3014,4.5,"Crans-Montana, Rue du Pas de l'Ours",3150,46.3073225,7.4681336,valais
3015,3,"Crans-Montana, Rue du Pas de l'Ours 9",1190,46.3070180,7.4657137,valais
3016,4,"Crans-Montana, Rue du Pas-de-l'Ours",2100,46.3071904,7.4630121,valais
3017,5,"Crans-Montana, Rue du Pas-de-l'Ours 3",2450,46.3072512,7.4675124,valais
3018,2,"Crans-Montana, Route de Tsarbouye 53",1020,46.3014796,7.4759803,valais
3019,1,"Sierre, Chemin des Murailles 19",1400,46.2877183,7.5369873,valais
3020,2.5,"3925 Grächen, Contact agency for the address",1500,46.1960018,7.8365980,valais
3021,6.5,"Crans-Montana, Route Lens-Crans 64",N/A,46.2986730,7.4503770,valais
3022,2.5,"Sierre, Route de Sion 91",1050,46.2837763,7.5164098,valais
3023,3.5,"Grône, Rue d'Erdesson 27",1120,46.2442403,7.4700866,valais
3024,4.5,"Crans-Montana, Route de la Moubra 55",3200,46.3071893,7.4782465,valais
3025,5.5,"Conthey, Rue Centrale 69",1300,46.2310044,7.3070994,valais
3026,3.5,"Crans-Montana, Crans - Ski-in/Ski-out",10000,46.3078299,7.4817474,valais
3027,2.5,"Conthey, Rue des Grands-Vergers 21 c",1200,46.2312439,7.3048754,valais
3028,3.5,"St-Maurice, Avenue des Terreaux 13",1410,46.2177090,7.0055360,valais
3029,1,"Martigny, Avenue de la Gare 10",1290,46.1021421,7.0743829,valais
3030,3.5,"Fully, Chemin de Provence 7",1520,46.1360821,7.1193181,valais
3031,3,"1936 Verbier, Contact agency for the address",N/A,46.0933273,7.2300927,valais
3032,3,"Verbier, Chemin d'Amon 10",N/A,46.1006592,7.2227313,valais
3033,3.5,"Chippis, Grand Avenue 6",1180,46.2810255,7.5414579,valais
3034,N/A,"Martigny, Avenue de la Gare 10",950,46.1022548,7.0743004,valais
3035,2.5,"Ayent, Route du Trebutyre 5",1170,46.2730674,7.4026393,valais
3036,2.5,"Crans-Montana, Route de Vermala 22",1600,46.3156958,7.4836147,valais
3037,4.5,"Fully, Rue de l'Eglise 10",1800,46.1393306,7.1174149,valais
3038,3.5,"Fully, Chemin Pré Fleuri 9",1640,46.1404562,7.1222601,valais
3039,1,"Martigny, Rue de Rossettan 40",950,46.0966154,7.0627076,valais
3040,3.5,"Crans-Montana, route de la combaz",2500,46.3144958,7.4921691,valais
3041,4.5,"Crans-Montana, Rte de Tsarbouye 53",4300,46.3014796,7.4759803,valais
3042,4.5,"Sierre, Promenade du Clos 7",1450,46.2880563,7.5241031,valais
3043,5.5,"1950 Sion, Contact agency for the address",2350,46.2293616,7.3445770,valais
3044,3.5,"Saxon, Nouvelle Avenue 5",1420,46.1504169,7.1797185,valais
3045,2.5,"Obergesteln, Untere Mattenstrasse 30",N/A,46.5133971,8.3246920,valais
3046,3.5,"Troistorrents, Rte du Village 16",1245,46.2285690,6.9162990,valais
3047,4.5,"Bouveret, Chaussée du Canal 54 A",2990,46.3816075,6.8646407,valais
3048,3.5,"Fionnay, Route de Mauvoisin 447",1160,46.0332576,7.3075103,valais
3049,2.5,"Crans-Montana, Rue Centrale 64",N/A,46.3080311,7.4691549,valais
3050,3.5,"Bouveret, Rte du Tonkin 1d",1620,46.3823716,6.8579737,valais
3051,3.5,"Miège, Route de Planige 1",1300,46.3125400,7.5479366,valais
3052,5.5,"Brigue, Riedbachstrasse 15",2150,46.3136616,7.9971135,valais
3053,4.5,"Sion, Avenue de la Gare 6",1810,46.2284714,7.3593709,valais
3054,3.5,"Sion, Av. du Tourbillon 35",2280,46.2297716,7.3646003,valais
3055,4.5,"Crans-Montana, Route de Tsarbouye",6500,46.3004084,7.4728626,valais
3056,2.5,"Sierre, Rue du Mont Noble 15",1500,46.2860451,7.5225361,valais
3057,3.5,"Liddes, Route de Vichères 9",N/A,45.9914384,7.1843254,valais
3058,2.5,"Crans-Montana, Route de la Combaz 17",600,46.3144958,7.4921691,valais
3059,3.5,"Champéry, Route de Planachaux 25",N/A,46.1728951,6.8638184,valais
3060,3.5,"Crans-Montana, Rue du Pas-de-l’Ours 63",3100,46.3064385,7.4575361,valais
3061,5.5,"3963 Crans-Montana, Contact agency for the address",9500,46.3167708,7.4878610,valais
3062,4,"Crans-Montana, Route de Rawyl",N/A,46.3104300,7.4745200,valais
3063,3.5,"Crans-Montana, ROUTE DE VERMALA 16",N/A,46.3151313,7.4827895,valais
3064,3.5,"Crans-Montana, Route de Vermala 20",N/A,46.3153633,7.4830693,valais
3065,2.5,"Bramois, Route de Bramois 28B",1250,46.2271562,7.3947423,valais
3066,2.5,"Val-d'Illiez, Chemin de la Halte 2",1300,46.1942494,6.8869856,valais
3067,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3119563,7.4825504,valais
3068,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3098838,7.4859619,valais
3069,4.5,"3963 Crans-Montana, Contact agency for the address",3500,46.3097325,7.4791724,valais
3070,5.5,"Crans-Montana, Rue du Pas-de-L'ours",6500,46.3068773,7.4604471,valais
3071,3,"Anzère, rue des Audannes 16",N/A,46.2993443,7.4021009,valais
3072,2,"Anzère, Route d'Anzère",N/A,46.2957170,7.3965961,valais
3073,2,"Anzère, AV 11/Mercure - 210",N/A,46.2968867,7.3936479,valais
3074,2,"Crans-Montana, Route de Monte Sano 8 Crans-Montana",1190,46.3126689,7.4829681,valais
3075,4,"Crans-Montana, Rue du pas de l'Ours",3150,46.3072512,7.4675124,valais
3076,4,"Crans-Montana, Rue du Pas-de-l'Ours",2100,46.3075000,7.4615514,valais
3077,4,"Crans-Montana, Rue du Pas-de-l'Ours",1540,46.3070517,7.4652691,valais
3078,3,"Crans-Montana, Route des Mélèzes 38-40",1330,46.3049301,7.4597349,valais
3079,2.5,"Bramois, Route de Chippis 70 A",1351,46.2337909,7.3959320,valais
3080,3,"Torgon, Rte de Plan de Croix",900,46.3184401,6.8738789,valais
3081,4.5,"Noës, Rue de Pranou 20",1600,46.2787772,7.5037070,valais
3082,2.5,"Aproz (Nendaz), Rue des îles 39 G",2700,46.2041896,7.3093736,valais
3083,3.5,"Salgesch, Museumsplatz 2",1850,46.3123746,7.5695968,valais
3084,4.5,"Crans-Montana, Chemin des Coccinelles 3",5500,46.3067880,7.4785605,valais
3085,4.5,"Saxon, Nouvelle Avenue 13",1550,46.1504470,7.1811039,valais
3086,4.5,"3963 Crans-Montana, Contact agency for the address",N/A,46.3072677,7.4864134,valais
3087,4.5,"Crans-Montana, Route de Tsarbouye 37",N/A,46.3029580,7.4745885,valais
3088,3.5,"Miège, Route de Planige 1",1300,46.3124671,7.5479722,valais
3089,3.5,"3963 Crans-Montana, Contact agency for the address",2900,46.3117583,7.4785070,valais
3090,3.5,"Leytron, Route de Chamoson 65",1700,46.1885877,7.2086870,valais
3091,3.5,"1870 Monthey, Contact agency for the address",2190,46.2485038,6.9438036,valais
3092,2,"Crans-Montana, Route de Marigny 9",N/A,46.3126044,7.4885405,valais
3093,4.5,"Sierre, Avenue Max Huber 10",1200,46.2941547,7.5360906,valais
3094,4.5,"St-Léonard, Route de la Californie 2",1450,46.2509948,7.4199821,valais
3095,4,"St-Maurice, Rue du Catogne 8",1400,46.2122968,7.0040769,valais
3096,3,"1934 Montagnier (Le Châble), Contact agency for the address",N/A,46.0773648,7.2256981,valais
3097,3.5,"1874 Champéry, Contact agency for the address",N/A,46.1756881,6.8704817,valais
3098,4.5,"Crans-Montana, Route des Toules 18",N/A,46.3026923,7.4725881,valais
3099,3.5,"Crans-Montana, Rue de la Foret 18",N/A,46.3018199,7.4577730,valais
3100,3.5,"Saxon, Petit Chemin 13",1420,46.1515728,7.1833190,valais
3101,3.5,"Crans-Montana, Route des Barzettes 35",2250,46.3242398,7.5039099,valais
3102,3.5,"Sierre, Chemin des Noyerets 6",1700,46.2965067,7.5350182,valais
3103,3,"3963 Crans-Montana, Contact agency for the address",2800,46.3175166,7.4786693,valais
3104,3.5,"Corin-de-la-Crête, Route d'Itemmo 9",3000,46.2849329,7.5019843,valais
3105,4.5,"1870 Monthey, Contact agency for the address",1900,46.2564992,6.9479612,valais
3106,4.5,"Sierre, Rue Romagne 1",1305,46.2860683,7.5210983,valais
3107,3.5,"Sion, Rue de Lausanne 25",1620,46.2321732,7.3585232,valais
3108,3.5,"Haute-Nendaz, Route de Nendaz 704",1250,46.1826544,7.2947450,valais
3109,3.5,"Crans-Montana, RUE DU ZIER 14",N/A,46.3045276,7.4582012,valais
3110,1,"Vercorin, Route d'Anniviers 4",650,46.2557701,7.5320477,valais
3111,4.5,"Crans-Montana, Route des Mélèzes 19",3150,46.3048176,7.4615791,valais
3112,1,"Sion, Chemin de Gravelone 2",700,46.2328525,7.3456135,valais
3113,2.5,"3925 Grächen, Contact agency for the address",1500,46.1974947,7.8343526,valais
3114,3.5,"Sierre, Route de Sion 83",1490,46.2844873,7.5160317,valais
3115,4,"Crans-Montana, Route du Golf 144",3750,46.2973714,7.4624942,valais
3116,2.5,"Crans-Montana, Rue de la Verdure 8",1500,46.2965089,7.4544215,valais
3117,6,"Crans-Montana, Rue des Toules",4410,46.3028775,7.4724247,valais
3118,1.5,"Fieschertal, Wichelweg 31",650,46.4211183,8.1467135,valais
3119,4,"Savièse, Rue du Stade 51",2900,46.2520578,7.3541742,valais
3120,3.5,"Martigny, Rue Marc Morand 21",2000,46.1040502,7.0711039,valais
3121,4.5,"Randogne, Route des Taulettes",2400,46.3063766,7.4875047,valais
3122,3.5,"3963 Crans-Montana, Contact agency for the address",2400,46.3162634,7.4832913,valais
3123,2.5,"Sierre, Route de la Plaine",1500,46.2979345,7.5351247,valais
3124,3.5,"Crans-Montana, Rue du Pas de l’Ours 1b",2300,46.3073884,7.4681223,valais
3125,1.5,"Crans-Montana, Route des Sommets de Crans 3,",1000,46.3108780,7.4775669,valais
3126,2.5,"Vercorin, Chemin de Tracuit 37",1290,46.2532859,7.5335039,valais
3127,4.5,"Vernamiège, Route de la Crette 12A",1200,46.2108019,7.4327123,valais
3128,4.5,"Monthey, Rue des Saphirs 10B",1300,46.2531999,6.9588168,valais
3129,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3086765,7.4823038,valais
3130,2.5,"Crans-Montana, Route du Pont du Diable",900,46.3074612,7.4543118,valais
3131,3.5,"Monthey, Avenue de France 11",1945,46.2536491,6.9462332,valais
3132,5,"1936 Verbier, Contact agency for the address",N/A,46.0949297,7.2286576,valais
3133,2,"Anzère, Place du village 15",N/A,46.2982713,7.4001386,valais
3134,4,"Anzère, Emeraudes 707",N/A,46.2950562,7.4009082,valais
3135,3,"Anzère, Place du village 4",N/A,46.2969472,7.3991659,valais
3136,2,"Anzère, Cristal 416",N/A,46.2971888,7.3940262,valais
3137,3,"Crans-Montana, Rue de la Beaumanière",1750,46.3067194,7.4545425,valais
3138,4,"Crans-Montana, Route de Tsarbouye",2100,46.3008544,7.4710635,valais
3139,4,"Crans-Montana, Allée Elisée Bonvin",2240,46.3015524,7.4673185,valais
3140,4,"Crans-Montana, Route Touristique 42",3500,46.3024761,7.4699609,valais
3141,4,"Crans-Montana, Rue du Pas-de-l'Ours 15",2100,46.3071880,7.4645748,valais
3142,2,"Crans-Montana, Route de Tsarbouye 61",910,46.3007987,7.4745880,valais
3143,4.5,"Monthey, Av. du Théâtre 14",1620,46.2535341,6.9486447,valais
3144,2.5,"Saxon, Petit Chemin 13",1180,46.1515728,7.1833190,valais
3145,3.5,"Sion, Avenue de Pratifori 24A",1550,46.2305109,7.3544687,valais
3146,5.5,"Crans-Montana, Route des Biolirs 2",N/A,46.3008379,7.4696192,valais
3147,2.5,"Sierre, Avenue Général-Guisan 40",1100,46.2919344,7.5280677,valais
3148,3.5,"Crans-Montana, Rue du Petit Vallon",2300,46.3062561,7.4640457,valais
3149,4.5,"3902 Glis, Contact agency for the address",2583,46.3103239,7.9771774,valais
3150,3.5,"Crans-Montana, Centre, Lac Grenon",3000,46.3162313,7.4894827,valais
3151,3.5,"1955 St-Pierre-de-Clages, Contact agency for the address",1350,46.1916684,7.2375277,valais
3152,2.5,"Saxon, Quartier Latin 11",950,46.1457356,7.1805388,valais
3153,3,"1997 Haute-Nendaz, Contact agency for the address",15000,46.1847504,7.2911697,valais
3154,2.5,"Aproz (Nendaz), Fond d'Apre 54",1480,46.2034394,7.3102674,valais
3155,4,"Crans-Montana, route de l'astoria",7500,46.3190162,7.4981521,valais
3156,4.5,"Chalais, Route du Téléphérique 22",1460,46.2672994,7.5115841,valais
3157,4.5,"Fully, Chemin de Provence 9",1770,46.1358314,7.1196358,valais
3158,4.5,"Martigny, Rue des Ilettes 5",1680,46.1149946,7.0673389,valais
3159,2.5,"Sion, Avenue de Tourbillon 4",1361,46.2280329,7.3597848,valais
3160,N/A,"Crans-Montana, Route de Plans-Mayens 4",N/A,46.3079554,7.4592235,valais
3161,4.5,"St-Maurice, Rte des Iles 13",1380,46.2134695,7.0071263,valais
3162,5.5,"1964 Conthey, Contact agency for the address",2100,46.2303731,7.3073771,valais
3163,4.5,"3930 Visp, Contact agency for the address",2100,46.2981269,7.8777477,valais
3164,3.5,"Martigny, Chemin des Glariers 4",1590,46.1035965,7.0679375,valais
3165,1.5,"St-Maurice, Rue de la Cime de l'Est 9",860,46.2126902,7.0034647,valais
3166,3.5,"1870 Monthey, Contact agency for the address",1490,46.2562534,6.9487896,valais
3167,5.5,"3972 Miège, Contact agency for the address",2300,46.3155202,7.5528180,valais
3168,4.5,"Ovronnaz, Chemin des Biolles 33",2700,46.2019794,7.1713522,valais
3169,5.5,"1936 Verbier, Contact agency for the address",N/A,46.0994661,7.2281345,valais
3170,1,"Monthey, Rue de la Verrerie 2",760,46.2531584,6.9519433,valais
3171,3,"Argnou (Ayent), Chemin des Crêtes 4",1350,46.2640021,7.3964701,valais
3172,4.5,"Sion, Avenue Maurice Troillet 71",1350,46.2264854,7.3379741,valais
3173,2,"Crans-Montana, Route des Arolles 10",1800,46.3131682,7.4825641,valais
3174,3.5,"Martigny, Avenue de la Gare 29",1450,46.1047711,7.0770451,valais
3175,2.5,"1964 Conthey, Contact agency for the address",1390,46.2230897,7.3082498,valais
3176,5.5,"Crans-Montana, Route du pont du diable 14",6300,46.3072751,7.4550836,valais
3177,5.5,"3900 Brigue, Contact agency for the address",1950,46.3160082,7.9923771,valais
3178,4.5,"3963 Crans-Montana, Contact agency for the address",3500,46.3094075,7.4870410,valais
3179,4.5,"St-Maurice, Rue Joseph-Hyacinthe Barman 10",1900,46.2184301,7.0062944,valais
3180,4.5,"Champlan (Grimisuat), Rte de Sion 18",1520,46.2457528,7.3699030,valais
3181,3.5,"St-Gingolph, Route de Freney 6b",1700,46.3902136,6.8048825,valais
3182,3.5,"Conthey, Avenue de la Gare 21",1460,46.2205563,7.3030857,valais
3183,3.5,"Conthey, Route d'Antzère 7A",1649,46.2209934,7.2980961,valais
3184,4.5,"Fionnay, Route de Mauvoisin 447",1330,46.0332576,7.3075103,valais
3185,5,"Crans-Montana, Route de Vermala 73",N/A,46.3190710,7.4921363,valais
3186,3.5,"Le Châble VS, Chemin de la Lunaire 4",1750,46.0791349,7.2111977,valais
3187,3.5,"Aproz (Nendaz), Route de Riddes 269",1590,46.2087608,7.3114599,valais
3188,2.5,"Sierre, Avenue du Château de la Cours 6B",1340,46.2946715,7.5330284,valais
3189,4.5,"Crans-Montana, Rue du Zier",N/A,46.3045276,7.4582012,valais
3190,3,"Sion, Route de Chippis 64D",2500,46.2305809,7.3839773,valais
3191,2.5,"Sion, Rue de Lausanne 49A",1250,46.2308536,7.3540209,valais
3192,3,"3963 Crans-Montana, Contact agency for the address",2750,46.3124935,7.4820454,valais
3193,3.5,"3975 Randogne, Contact agency for the address",2100,46.3066349,7.4980780,valais
3194,4,"Nax, La Barma 9",2200,46.2269480,7.4294135,valais
3195,3.5,"St-Gingolph, Route Cantonale 37",1720,46.3905236,6.8114599,valais
3196,3.5,"Versegères, Versegères village",1800,46.0635110,7.2372770,valais
3197,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3137534,7.4839602,valais
3198,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3138578,7.4858873,valais
3199,2.5,"3963 Crans-Montana, Contact agency for the address",950,46.3070454,7.4657175,valais
3200,4.5,"Crans-Montana, Rue du Pas-de-l'Ours",2900,46.3068773,7.4604471,valais
3201,4.5,"Monthey, Avenue du Simplon 36D",1810,46.2475228,6.9551318,valais
3202,5.5,"Crans-Montana, Route des Arolles 4",N/A,46.3127351,7.4807842,valais
3203,3.5,"Savièse, Rue du Stade 7",1800,46.2496528,7.3509420,valais
3204,3.5,"1936 Verbier, Contact agency for the address",N/A,46.0934231,7.2309331,valais
3205,3.5,"Crans-Montana, Route du Golf 83",1960,46.2981140,7.4631306,valais
3206,1,"Anzère, Route d'Anzère, 26",N/A,46.2950422,7.3963111,valais
3207,3,"Anzère, Cristal 712",N/A,46.2963743,7.3941527,valais
3208,2,"Anzère, Pollux 32",N/A,46.2958520,7.3967387,valais
3209,2.5,"Crans-Montana, rue de la Télérésidence 12",2700,46.3085911,7.4644580,valais
3210,4,"Crans-Montana, Route de Tsarbouye",2870,46.3022743,7.4757012,valais
3211,3.5,"Crans-Montana, Rue des Barzettes 15",2800,46.3228940,7.5015713,valais
3212,4.5,"Crans-Montana, Route de la Moubra",3100,46.3069007,7.4770025,valais
3213,4,"1936 Verbier, Contact agency for the address",N/A,46.0926958,7.2245824,valais
3214,3.5,"3963 Crans-Montana, Contact agency for the address",2800,46.3083018,7.4791726,valais
3215,3.5,"Riddes, Rue des Courtenaux 5",1250,46.1742991,7.2283508,valais
3216,3,"Crans-Montana, Rue de la Forêt 12",1960,46.3016964,7.4573302,valais
3217,3.5,"Crans-Montana, Route Europa 2",1950,46.3152834,7.4993451,valais
3218,3.5,"Corin-de-la-Crête, Route d'Itemmo 9",2050,46.2849329,7.5019843,valais
3219,2.5,"Crans-Montana, Rue de Pas de l'Ours 5",N/A,46.3069844,7.4668270,valais
3220,4.5,"Crans-Montana, Rue du Pas de l'Ours 17",4500,46.3072268,7.4641978,valais
3221,2.5,"Haute-Nendaz, Route de la Télécabine 50",1600,46.1801499,7.2902627,valais
3222,1.5,"1950 Sion, Contact agency for the address",860,46.2271277,7.3561006,valais
3223,4,"Sierre, Chemin des Condémines 15",1000,46.2886393,7.5283030,valais
3224,2.5,"Sion, Avenue de Pratifori 24A",1250,46.2306162,7.3549640,valais
3225,6.5,"1897 Bouveret, Contact agency for the address",4400,46.3811880,6.8554286,valais
3226,1,"Crans-Montana, Route de la Moubra 50",950,46.3052070,7.4760478,valais
3227,1,"Saillon, Rte du Traux 23",815,46.1691574,7.1859510,valais
3228,4.5,"Crans-Montana, Route Touristique",N/A,46.2996710,7.4798479,valais
3229,3.5,"Crans-Montana, Route du Golf / Crans-Montana",3400,46.3076731,7.4689810,valais
3230,5.5,"Vouvry, Av. de la Gare 23",3550,46.3367650,6.8936783,valais
3231,4.5,"Riddes, Chemin des Sauge 2",1800,46.1684729,7.2153852,valais
3232,3.5,"Sarreyer, Verger des May 14",1350,46.0619775,7.2505944,valais
3233,4,"Montana, Route des Arolles 19",N/A,46.2982245,7.4905044,valais
3234,5.5,"Crans-Montana, Route du Zotzet 4",7000,46.3104444,7.4741136,valais
3235,3.5,"Bouveret, Chaussée du Canal 54 A",2610,46.3816075,6.8646407,valais
3236,2.5,"Crans-Montana, Rte des Mayens 8",N/A,46.3046520,7.4523354,valais
3237,2.5,"3963 Crans-Montana, Contact agency for the address",1260,46.3129987,7.4813831,valais
3238,3.5,"Fionnay, Route de Mauvoisin 447",1135,46.0332576,7.3075103,valais
3239,4.5,"Crans-Montana, Rue de la Marot",3750,46.2985038,7.4574857,valais
3240,3.5,"Sion, Av. du Petit-Chasseur 69",1200,46.2298750,7.3472470,valais
3241,3,"Crans-Montana, Rue du Pas de l'Ours 15",1750,46.3071880,7.4645748,valais
3242,4.5,"Crans-Montana, Rue centale 3",N/A,46.3040954,7.4691626,valais
3243,4.5,"1936 Verbier, Contact agency for the address",N/A,46.0941686,7.2295353,valais
3244,4.5,"Chippis, Rue des Cerisiers 1",1400,46.2812257,7.5387274,valais
3245,3.5,"3963 Crans-Montana, Contact agency for the address",1980,46.3136689,7.4815365,valais
3246,3,"Anzère, Pollux 33",N/A,46.2991740,7.4039815,valais
3247,2.5,"Conthey, Route d'Antzère 7A",1293,46.2210043,7.2980822,valais
3248,4.5,"Martigny, Rue des Peupliers 6",1613,46.1109123,7.0854517,valais
3249,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3112565,7.4823917,valais
3250,N/A,"3963 Crans-Montana, Contact agency for the address",N/A,46.3120365,7.4822083,valais
3251,2.5,"Bramois, Route de Chippis 70 A",1325,46.2337909,7.3959320,valais
3252,2.5,"Crans-Montana, Route du Rawyl 38",1950,46.3096183,7.4735495,valais
3253,2,"Crans-Montana, Route Touristique 42",1330,46.3024761,7.4699609,valais
3254,4,"Anzère, AV 4/Mars - 401",N/A,46.2972287,7.3939254,valais
3255,3,"Anzère, AV 15/Lion - 410",N/A,46.2957802,7.3943067,valais
3256,2,"Anzère, AV 4/Mars - 202",N/A,46.2960416,7.3937773,valais
3257,2,"Anzère, Topaze 203",N/A,46.2958154,7.3950257,valais
3258,4,"Crans-Montana, Rue Centrale 12",1750,46.3049180,7.4701243,valais
3259,4,"Crans-Montana, Rue Centrale 54",2450,46.3073243,7.4690465,valais
3260,2.5,"Crans-Montana, Rte de l'Astoria 16",N/A,46.3184960,7.4978206,valais
3261,3.5,"Aproz (Nendaz), Rue des Iles 45F",N/A,46.2038974,7.3092876,valais
3262,4.5,"Granges VS, Les Peupliers",1190,46.2586792,7.4541067,valais
3263,1.5,"3954 Leukerbad, Contact agency for the address",900,46.3865514,7.6306130,valais
3264,3,"1936 Verbier, Contact agency for the address",N/A,46.0972946,7.2355776,valais
3265,4,"Crans-Montana, Route des Barzettes 39",N/A,46.3243395,7.5047996,valais
3266,2.5,"Crans-Montana, Rue du Pas-de-l’Ours 61",2000,46.3063934,7.4577419,valais
3267,1,"Crans-Montana, Rue Centrale",700,46.3054151,7.4687116,valais
3268,3.5,"3963 Crans-Montana, Contact agency for the address",10000,46.3123125,7.4609590,valais
3269,4.5,"3930 Visp, Contact agency for the address",1950,46.2973859,7.8899739,valais
3270,3.5,"Saxon, Rue de Gottefrey 40",1400,46.1486061,7.1730279,valais
