id;rooms;address;price;lat;lon;canton;url
1;2;Bevaix, Rue du Temple 10;620;46.9307696;6.8152972;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bevaix/fb-gerance-sarl-2758/charming-2-room-apartment-in-the-heart-of-bevaix-1396572
2;4;Neuchâtel, Rue du Roc 1;1400;46.9985270;6.9369620;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/atrium-conseils-gestion-immobiliere-sarl-442/rue-roc-1-neuchatel-1398045
3;3;La Chaux-de-Fonds, Rue du Tertre;840;47.0977148;6.8140167;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/eugene-herschdorfer-gerance-immobiliere-2515/3-rooms-with-the-character-of-an-old-house-1117854
4;3;La Chaux-de-Fonds, Balance 3;735;47.1035757;6.8322264;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/paperasserie-publique-2274/3-room-apartment-1266034
5;3.5;Neuchâtel, Marie de Nemours 10;1290;46.9984244;6.9481389;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidi-246/practical-35-room-apartment-in-the-mail-district-1392983
6;2;La Chaux-de-Fonds, Impasse des Arêtes 7;790;47.0994184;6.8369663;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/dynactif-2903/very-nice-renovated-2-room-apartment-50m2-1388833
7;2;La Chaux-de-Fonds, Impasse des Arêtes 9;820;47.0992196;6.8367756;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/dynactif-2903/ridges-district-of-chaux-fonds-1388929
8;4.5;Hauterive NE, Rouges-Terres 6;1300;47.0132695;6.9788788;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/hauterive-ne/dynactif-2903/hauterive-superb-45-room-apartment-fully-renovated-1390790
9;5;Neuchâtel, Rue du Môle 5;4000;46.9889901;6.9295424;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/stunning-5-room-apartment-with-view-of-lake-neuchatel-1251775
10;N/A;La Chaux-de-Fonds, Avenue Charles-Naine 12;940;47.0929020;6.8088296;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/dynactif-2903/quartiers-eplatures-3-room-apartment-completely-renovated-1388871
11;N/A;Neuchâtel, Rue des Usines 37;790;46.9838295;6.9021435;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/regie-fonciere-45/individual-studio-in-neuchatel-1374774
12;4;Boudry, Lières 17;1250;46.9509302;6.8377099;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/boudry/fidi-246/to-be-handed-over-immediately-or-by-arrangement-charming-renovated-4-room-apartment-in-1380964
13;3.5;Neuchâtel, Rue de la Cassarde 7;2150;46.9972632;6.9295869;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/jdm-consulting-sarl-1629/provisional-1375825
14;3.5;Cortaillod, Chemin du Canal 12;1590;46.9496956;6.8516369;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/fb-gerance-sarl-2758/magnificent-penthouse-of-35p-1392980
15;3.5;La Chaux-de-Fonds, Avenue Charles-Naines 16;1125;47.0926663;6.8085031;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/dynactif-2903/college-forges-district-renovated-4-room-apartments-1388830
16;5;Cortaillod, Rue de la Cure 4B;2150;46.9413010;6.8436558;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/c-lagerance-sarl-2869/magnificent-5-room-apartment-1371026
17;3;La Chaux-de-Fonds, rue de la Paix 85;1100;47.0996460;6.8211626;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/dynactif-2903/magnificent-3-piece-apartment-completely-renovated-1388831
18;5.5;2114 Fleurier, Contact agency for the address;1450;46.8989187;6.5789739;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/fleurier/betterhomes-schweiz-ag-611/charming-and-calm-1396896
19;3.5;Neuchâtel, Rue des Vignolants 25;2200;47.0070179;6.9628930;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/wincasa-siege-602/rental-with-no-deposit-required-building-with-lake-view-1394378
20;4.5;2072 St-Blaise, Contact agency for the address;2020;47.0135040;6.9806071;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/st-blaise/betterhomes-schweiz-ag-611/ground-floor-with-pleasant-garden-1397930
21;2;La Chaux-de-Fonds, Avenue Léopold-Robert 51;795;47.1005242;6.8265204;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/charming-2-room-apartment-in-the-city-center-1394511
22;1;La Chaux-de-Fonds, Rue Jaquet-Droz 12 A;720;47.1019387;6.8298403;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/appartement-1397007
23;2;Neuchâtel, Rue du Trésor 9;1490;46.9910982;6.9287845;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-i440502-1395641
24;2;Bevaix, Chemin des Jonchères 13b;1031;46.9259136;6.8103980;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bevaix/fidimmobil-118/for-rent-apartment-2022-bevaix-b680001-1394910
25;3;Neuchâtel, Rue du Rocher 11;1500;46.9979786;6.9351282;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/littoral-gerance-127/renovated-3-room-apartment-on-the-1st-floor-1396387
26;2.5;Colombier NE, Rue Haute 8;1000;46.9660343;6.8602767;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/colombier-ne/b2p-959/for-rent-in-the-center-of-the-village-of-colombier-25-room-apartment-1397421
27;3;Neuchâtel, Sablons 2-4;1150;46.9944035;6.9276073;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/bolliger-immobilier-111/magnificent-accommodation-with-superb-lake-views-1396690
28;3;Neuchâtel, Parcs 32;1040;46.9983193;6.9224395;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/appartement-entierement-renove-1395767
29;2.5;Cortaillod, rue de la Goutte d'or 13;1350;46.9435689;6.8474609;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/castoldi-immobilier-1135/charming-and-spacious-renovated-apartment-with-terrace-1395243
30;4;La Cibourg, À louer : Appartement lumineux comprenant :;708;47.1277863;6.8842982;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cibourg/gerance-charles-berset-136/-1397643
31;4.5;La Chaux-de-Fonds, Rue du Cygne 8;1895;47.1016108;6.8265604;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/spacious-and-elegant-45-room-apartment-in-the-city-center-1394512
32;2;La Chaux-de-Fonds, Rue de la Charrière 62;690;47.1113807;6.8342577;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-23320200301-1394800
33;3.5;Neuchâtel, Rue des Parcs 86;1590;46.9916747;6.9161880;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/your-new-home-makes-all-your-travels-easier-1395221
34;3.5;Neuchâtel, Champréveyres 8;1300;47.0062736;6.9636351;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/reysus-gerance-1551/champreveyres-8-in-neuchatel-35-rooms-on-the-3rd-floor-1395642
35;4.5;Neuchâtel, Rue Pain-Blanc 19;1530;46.9819585;6.8983643;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/caisse-pensions-migros-ecublens-1557/duplex-apartment-1396986
36;2;Neuchâtel, Rue Maillefer 36;984;46.9878866;6.9091944;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-h540401-1394911
37;N/A;Neuchâtel, Passage Marval 1;2000;46.9912241;6.9277936;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/marti-gerance-conseils-1805/very-nice-35-room-furnished-apartment-in-the-heart-of-neuchatel-city-centre-1395657
38;3.5;Hauterive NE, Chemin du Lac 7;1250;47.0107346;6.9752076;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/hauterive-ne/offidus-regie-immobiliere-124/02428-35-room-apartment-chemin-lac-7-hauterive-1396078
39;5.5;Neuchâtel, Passage Marval 1;2350;46.9912241;6.9277936;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/marti-gerance-conseils-1805/very-nice-55-room-furnished-apartment-in-the-city-center-1395672
40;4;Cernier, Rue Frédéric Soguel 12;1400;47.0590287;6.9018968;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cernier/castoldi-immobilier-1135/office-practice-or-apartment-in-the-centre-of-cernier-1395244
41;4.5;La Chaux-de-Fonds, Rue du Cygne 4;1690;47.1016234;6.8269041;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/superb-45-room-apartment-in-the-heart-of-the-city-1394513
42;1;Bevaix, Rue de Monchevaux 8;560;46.9342170;6.8160695;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bevaix/gerance-cpcn-2497/studio-with-small-terrace-in-quiet-neighborhood-1395953
43;3.5;Neuchâtel, Rue des Parcs 86;1570;46.9916747;6.9161880;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/35-apartment-on-the-4th-floor-1395222
44;4.5;Neuchâtel, Rue Caselle 4;1660;46.9868697;6.9007489;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/service-gerance-logement-ville-neuchatel-2648/45-room-apartment-on-the-1st-floor-1397024
45;1;Neuchâtel, Le Bourg 11;730;47.0036969;6.9278697;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/patrimoine-gerance-125/modern-and-bright-studio-1396485
46;2.5;Neuchâtel, Passage Marval 1;1400;46.9912241;6.9277936;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/marti-gerance-conseils-1805/very-nice-25-room-furnished-apartment-in-the-heart-of-neuchatel-city-centre-1395658
47;3;Le Locle, Rue des Envers 49;790;47.0560880;6.7485583;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/hypoimmo-950/lovely-renovated-3-room-apartment-1395252
48;4;La Chaux-de-Fonds, Rue du Doubs 13;1070;47.1075059;6.8290097;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/apartment-with-balcony-1394307
49;5.5;Neuchâtel, Crêt-Taconnet 12 A;3000;46.9969974;6.9388837;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/superbe-appartement-situe-deux-pas-gare-cff-quelques-minutes-lac-centre-ville-1395725
50;4.5;2406 La Brévine, Contact agency for the address;1010;46.9800697;6.6064783;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/brevine/betterhomes-schweiz-ag-611/spacious-and-bright-in-the-center-of-the-village-1397837
51;4.5;La Chaux-de-Fonds, Rue du Cygne 8;1695;47.1016108;6.8265604;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/modern-45-room-apartment-in-the-heart-of-the-city-1394514
52;3;Cornaux NE, Chemin des Etroits 16;1070;47.0358847;7.0158251;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cornaux-ne/naef-immobilier-neuchatel-115/bel-appartement-3-pieces-balcon-cornaux-1396279
53;7.5;Colombier NE, Haute 7;2580;46.9639076;6.8627928;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/colombier-ne/reysus-gerance-1551/haute-7-to-2013-colombier-75-rooms-on-the-2nd-floor-1397335
54;4.5;Fontainemelon, Les Coeudriers 2;1595;47.0549104;6.8913513;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/fontainemelon/gerance-cpcn-2497/45-room-apartment-1395637
55;2;Cortaillod, Baume 16;800;46.9441447;6.8524602;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cortaillod/reysus-gerance-1551/baume-16-in-cortaillod-2-rooms-on-the-ground-floor-1397439
56;5.5;La Chaux-de-Fonds, Arêtes 7;1440;47.0994184;6.8369663;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/beautiful-55-room-apartment-in-aretes-1394308
57;4.5;Neuchâtel, Rue de l'Evole 108;2520;46.9866002;6.9135469;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/gerance-cpcn-2497/fully-renovated-45-room-apartment-1396457
58;3.5;Neuchâtel, Rue des Parcs 86;1740;46.9916747;6.9161880;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/35-apartment-on-the-4th-floor-1395224
59;1;Neuchâtel, Rue du Rocher 36;590;46.9981467;6.9333425;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/beautiful-studio-in-neuchatel-1396280
60;1;Neuchâtel, rue de la Dîme 72;400;47.0102435;6.9658544;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/service-gerance-logement-ville-neuchatel-2648/studio-on-the-4th-floor-1396332
61;1;Neuchâtel, Rue de la Maladière 20;720;46.9956254;6.9419073;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/studio-situe-3eme-etage-rue-maladiere-20-1395601
62;2;La Chaux-de-Fonds, Impasse des Arêtes 5;790;47.0996116;6.8371629;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/hypoimmo-950/bright-2-room-apartment-1396465
63;4;Neuchâtel, Verger-Rond 8;1300;46.9991879;6.9231189;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/reysus-gerance-1551/verger-rond-8-in-neuchatel-4-rooms-on-the-3rd-floor-1397307
64;5;Neuchâtel, Chemin des Pavés 64;1500;46.9966386;6.9243249;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/rt-immo-712/5-room-apartment-of-100-ideal-for-family-life-1397403
65;5.5;La Chaux-de-Fonds, rue de l'Est;1350;47.1032683;6.8360087;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/nexium-immobilier-sarl-2860/55-room-renovated-apartment-with-double-garage-1397994
66;2.5;Marin-Epagnier, Chemin Fin-d'Epagnier Ouest 5;1110;47.0115571;7.0199105;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/marin-epagnier/patrimoine-gerance-125/25-room-apartment-with-garden-1394671
67;4;La Chaux-de-Fonds, Rue du Locle 44;1000;47.0911238;6.8095400;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/bright-4-room-apartment-with-balcony-and-unobstructed-view-1394612
68;4.5;2416 Les Brenets, Contact agency for the address;970;47.0701968;6.7097322;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/les-brenets/betterhomes-schweiz-ag-611/on-the-top-floor-of-the-manor-1396244
69;3.5;Peseux, Rue du Château 1;1320;46.9882994;6.8889666;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/peseux/reysus-gerance-1551/chateau-1-in-peseux-35-rooms-on-the-2nd-floor-1397012
70;3.5;Neuchâtel, Rue des Parcs 86;1590;46.9916747;6.9161880;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/helvetia-assurances-gerance-imobiliere-neuchatel-1223/live-close-to-amenities-1395225
71;4.5;Bevaix, Chemin des Sagnes 21;1420;46.9359294;6.8179214;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bevaix/naef-immobilier-neuchatel-115/modern-45-room-apartment-undergoing-complete-renovation-1396281
72;4.5;Bôle, Chemin des Longschamps 8;1427;46.9679385;6.8379152;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/bole/naef-immobilier-neuchatel-115/beautiful-45-room-apartment-with-balcony-in-bole-1395070
73;3;Neuchâtel, Rue de Fontaine-André 16;1350;46.9993951;6.9394757;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/patrimoine-gerance-125/3-room-apartment-with-lovely-terrace-1395299
74;3.5;Neuchâtel, Portes-Rouges 149;1200;47.0043520;6.9551925;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/reysus-gerance-1551/portes-rouges-149-in-neuchatel-35-rooms-on-the-1st-floor-1396680
75;1;Neuchâtel, Avenue des Alpes 28;875;46.9921669;6.9141684;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/gpc-gerance-ppe-courtage-1582/28-avenue-alpes-neuchatel-studio-apartment-for-rent-1394221
76;1;La Chaux-de-Fonds, Impasse des Arêtes 5;800;47.0996116;6.8371629;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/hypoimmo-950/large-bright-studio-1396466
77;5.5;Fleurier, Berthoud 3;1200;46.9027866;6.5854916;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/fleurier/reysus-gerance-1551/berthoud-3-in-fleurier-55-rooms-on-the-2nd-floor-1397404
78;1;Neuchâtel, Rue de la Maladière 18;750;46.9955701;6.9416314;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/studio-balcon-situe-2eme-etage-rue-maladiere-18-1394576
79;3;2400 Le Locle, Contact agency for the address;870;47.0578984;6.7484715;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/betterhomes-schweiz-ag-611/3-net-rent-guarantees-offered-1394901
80;3.5;2072 St-Blaise, Contact agency for the address;1700;47.0158780;6.9790858;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/st-blaise/betterhomes-schweiz-ag-611/duplex-with-pleasure-garden-1397877
81;4;Le Locle, Rue de France 21;1100;47.0555735;6.7437871;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bolliger-immobilier-111/-1394266
82;4;Le Locle, Rue Jehan-droz 15;910;47.0549570;6.7455346;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/pro-immob-119/for-rent-apartment-2400-locle-46450200101-1396282
83;3.5;Le Landeron, rue de la Petite-Thielle 8;1250;47.0545238;7.0705967;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/landeron/xama-immo-services-75/lovely-35-room-apartment-on-the-3rd-floor-with-balcony-1396570
84;4;Neuchâtel, Rue des Fahys 25;1290;46.9990780;6.9401812;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/littoral-gerance-127/4-room-apartment-on-the-ground-floor-1394340
85;1;Neuchâtel, Rue de la Chapelle 14;1150;47.0018698;6.9381852;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/patrimoine-gerance-125/real-gem-brand-new-55m-studio-apartment-1395300
86;5.5;La Chaux-de-Fonds, Rue du Cygne 8;1995;47.1016108;6.8265604;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/ellipsis-710/superb-55-room-apartment-with-large-terrace-1394510
87;1;La Chaux-de-Fonds, Avenue Léopold-Robert 90;721;47.0981342;6.8216163;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-cpcn-2497/beautiful-fully-renovated-studio-1395027
88;4;Neuchâtel, Rue de la Maladière 27;1700;46.9958517;6.9414174;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/livit-ag-real-estate-management-675/attractive-apartment-1397287
89;2;Colombier NE, Sources 1a;792;46.9616674;6.8593520;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/colombier-ne/naef-immobilier-neuchatel-115/2-room-apartment-in-colombier-1394577
90;3;Le Locle, Rue des Envers 49;790;47.0560880;6.7485583;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/hypoimmo-950/3-rooms-completely-renovated-1395286
91;4;La Chaux-de-Fonds, Combe-Grieurin 31;1010;47.1018602;6.8183266;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/gerance-charles-berset-136/00115-4-room-apartment-combe-grieurin-31-chaux-fonds-1395419
92;3.5;Colombier NE, Chemin des Sources 8;1210;46.9653050;6.8549920;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/colombier-ne/livit-ag-real-estate-management-675/deal-not-to-be-missed-155520
93;2;La Chaux-de-Fonds, Rue Fritz-Courvoisier 66;690;47.1076708;6.8404384;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/naef-immobilier-chaux-fonds-121/appartement-2-pieces-2eme-etage-1166496
94;5.5;Neuchâtel, Crêt-Taconnet 12 B;2430;46.9970960;6.9391091;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/appartement-1383840
95;4;La Chaux-de-Fonds, Rue du St-Gothard 34;1410;47.0911438;6.8190096;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/saint-gothard-34-1st-floor-apartment-south-1320096
96;2;Couvet, Rue du Progrès 17;650;46.9224405;6.6276986;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/couvet/naef-immobilier-neuchatel-115/appartement-charmant-niche-quartier-paisible-verdoyant-1322304
97;3;La Chaux-de-Fonds, Crêt 1;880;47.1019545;6.8345168;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/isabelle-cornu-pehlivanlar-1892/3-rooms-with-balcony-682368
98;2;La Chaux-de-Fonds, Place de la Gare 4;790;47.0991987;6.8253148;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/place-gare-4-apartment-11th-north-east-1267008
99;4;Hauterive NE, Rouges-Terres 33 A;1350;47.0112547;6.9754732;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/hauterive-ne/offidus-regie-immobiliere-124/00128-4-room-apartment-rouges-terres-33-hauterive-1344192
100;4.5;Le Locle, Jeanneret 17;1190;47.0527111;6.7431306;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/fidimmobil-118/for-rent-apartment-2400-locle-h580503-1071264
101;3;Neuchâtel, Rue des Fahys 77;990;46.9998370;6.9425235;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/fidimmobil-118/for-rent-apartment-2000-neuchatel-2550502-1360800
102;6.5;Couvet, Rue de la Gare 9;1500;46.9286129;6.6315630;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/couvet/rotilio-immobilier-2452/for-rent-apartment-2108-couvet-5136288-1146816
103;4;La Chaux-de-Fonds, Tuilerie 16;1070;47.1119124;6.8334620;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/fidimmobil-118/for-rent-apartment-2300-chaux-fonds-g300301-1378501
104;4;Cornaux NE, Le Grand-Pont 4;1350;47.0373700;7.0236572;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/cornaux-ne/regie-immobiliere-jouval-113/spacious-40-room-apartment-with-balcony-in-cornaux-1382053
105;4;La Chaux-de-Fonds, Rue du Bois-Noir 41;1100;47.0925580;6.8074303;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/littoral-gerance-127/renovated-4-room-apartment-on-the-7th-floor-no-47-1191589
106;4;Le Locle, france 14;950;47.0556675;6.7448930;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/peruccio-gerance-1335/france-14-4-rooms-1269829
107;4;La Chaux-de-Fonds, Rue Arc-en-Ciel 2;980;47.0916290;6.8047220;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/rue-arc-ciel-2-4th-west-apartment-1355749
108;2;La Chaux-de-Fonds, Arêtes 7;790;47.0994184;6.8369663;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/bolliger-immobilier-111/beautiful-apartment-in-quiet-area-1160714
109;2;La Chaux-de-Fonds, Léopold-Robert 102;650;47.0973639;6.8203305;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/fidimmobil-118/for-rent-apartment-2300-chaux-fonds-h500303-1377386
110;3;La Chaux-de-Fonds, Rue du Collège 18;990;47.1054886;6.8332474;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/pro-immob-119/for-rent-apartment-2300-chaux-fonds-19180100201-1162730
111;N/A;Le Locle, Chemin des Carabiniers 5;855;47.0482074;6.7370643;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/gerance-cpcn-2497/chemin-carabiniers-5-35-room-apartment-on-the-2nd-floor-north-side-renovated-1391786
112;3.5;Areuse, Route de Colombier 7;1500;46.9564964;6.8551966;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/areuse/reysus-gerance-1551/colombier-7-in-areuse-35-rooms-on-the-3rd-floor-1391978
113;3.5;2416 Les Brenets, Contact agency for the address;1100;47.0682799;6.7051820;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/les-brenets/betterhomes-schweiz-ag-611/in-magnificent-manor-1392362
114;2;Le Locle, Rue Bournot 17b;705;47.0572108;6.7497955;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/poste-immobilier-ms-1735/beautiful-2-room-apartment-on-the-2nd-floor-for-rent-in-locle-ideally-located-751658
115;4;Marin-Epagnier, Fleur-de-Lys 21-31;1600;47.0109494;7.0037616;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/marin-epagnier/isabelle-cornu-pehlivanlar-1892/spacious-4-room-apartment-with-balcony-and-parking-space-garage-1330634
116;1;Neuchâtel, Grand-Rue 10;880;46.9922929;6.9290754;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/ribaux-von-kessel-services-immobiliers-117/apartment-in-neuchatel-with-city-view-1336490
117;3;La Chaux-de-Fonds, Rue Arc-en-Ciel 4;950;47.0918342;6.8045601;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/chaux-fonds/service-batiments-logement-1982/rue-arc-ciel-4-apartment-1st-north-east-1265450
118;3;Neuchâtel, Fbg de la Gare 29;1300;46.9982550;6.9371810;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/neuchatel/naef-immobilier-neuchatel-115/appartement-1360586
119;2;Le Locle, Rue Bournot 33;780;47.0562825;6.7477540;Neuchatel;https://www.immobilier.ch/en/rent/apartment/neuchatel/locle/bolliger-immobilier-111/pretty-renovated-2-room-apartment-1092591
